1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.050000000000000044e-01,0.000000000000000000e+00
